"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail223264@test.test";"international";"APPRÉHENDER ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223266@test.test";"international";"- ";"2020-01-01";"2022-11-16";"partial";"0";"35";"accepted"
"monemail223267@test.test";"international";"VENDEUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223268@test.test";"international";"LA ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail223271@test.test";"international";"VENTE ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail223272@test.test";"international";"CHEF ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223273@test.test";"international";"APRÈS ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail223274@test.test";"international";" ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail223276@test.test";"international";"2022:(1 ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail223278@test.test";"international";"CHARGÉ ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223279@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223280@test.test";"international";"EN ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail223281@test.test";"international";"FÉVRIER ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223283@test.test";"international";"BONJOUR, ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223284@test.test";"international";"MINISTÈRE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223286@test.test";"international";"2017 ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223287@test.test";"international";"AGENT ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail223289@test.test";"international";"BUSINESS ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail223293@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223294@test.test";"international";"JANVIER ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223295@test.test";"international";"SPÉCIALIST ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail223296@test.test";"international";"ANIMATEUR ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223298@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223300@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223301@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223302@test.test";"international";"2021 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223303@test.test";"international";"J'AI ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223304@test.test";"international";"EMPLOI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223305@test.test";"international";"1) ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223306@test.test";"international";"JOB ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223307@test.test";"international";"ASSISTANT ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail223308@test.test";"international";"-EN ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223309@test.test";"international";"MAI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223313@test.test";"international";"MAI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223314@test.test";"international";"DU ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223315@test.test";"international";"STAGE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223317@test.test";"international";"COMMIS ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223318@test.test";"international";"-PARTENAIRE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223319@test.test";"international";"WTW ";"2020-01-01";"2020-07-14";"partial";"0";"6.5";"accepted"
"monemail223320@test.test";"international";"POSTE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223323@test.test";"international";"AU ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223326@test.test";"international";"AUXILIAIRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223328@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223329@test.test";"international";"1) ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223330@test.test";"international";"- ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223331@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2020-05-15";"partial";"0";"4.5";"accepted"
"monemail223332@test.test";"international";"ACTUELLEMENT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223333@test.test";"international";"STAGIAIRE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223334@test.test";"international";"JUIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223335@test.test";"international";"INVENTORISTE				DÉCEMBRE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223337@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223338@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail223340@test.test";"international";"JUIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223341@test.test";"international";"MA ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223343@test.test";"international";"STAGE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223344@test.test";"international";"BTS ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223345@test.test";"international";"UN ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223347@test.test";"international";"2017 ";"2020-01-01";"2024-02-09";"partial";"0";"50";"accepted"
"monemail223348@test.test";"international";"CHAUFFEUR ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223349@test.test";"international";"CHEFFE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223350@test.test";"international";"AUXILIAIRE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223351@test.test";"international";"SERVEUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223352@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223353@test.test";"international";"STAGE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223354@test.test";"international";"-JUIN/JUILLET/AOÛT ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail223355@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail223356@test.test";"international";"JANVIER ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223357@test.test";"international";"2019-2021 ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223358@test.test";"international";"MANUTENTIONNAIRE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223359@test.test";"international";"MAI ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail223360@test.test";"international";"SERVICE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223361@test.test";"international";"EMPLOI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223362@test.test";"international";"CDI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223363@test.test";"international";"ASSISTANT ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223364@test.test";"international";"MÉNAGE ";"2020-01-01";"2020-02-18";"partial";"0";"1.6";"accepted"
"monemail223365@test.test";"international";"UN ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223367@test.test";"international";"POSTE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223369@test.test";"international";"- ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail223370@test.test";"international";"AGENT ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail223371@test.test";"international";"OCTOBRE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223373@test.test";"international";"VENDEUR ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223374@test.test";"international";"VENDEUSE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223375@test.test";"international";"-PROFESSEUR ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223377@test.test";"international";"JUIN ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail223378@test.test";"international";"ANIMATEUR ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223379@test.test";"international";"XPO ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223380@test.test";"international";"STAGE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail223381@test.test";"international";"FIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223384@test.test";"international";"ELABORATION ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223385@test.test";"international";"REDACTRICE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223387@test.test";"international";"JUIN ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223388@test.test";"international";"ETÉ ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223390@test.test";"international";"(OCTOBRE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223391@test.test";"international";"DU ";"2020-01-01";"2020-02-15";"partial";"0";"1.5";"accepted"
"monemail223393@test.test";"international";"HÔTESSE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223394@test.test";"international";"J'AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223395@test.test";"international";"DE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223398@test.test";"international";"EN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223399@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223401@test.test";"international";"AOÛT ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail223402@test.test";"international";"AUXILIAIRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223404@test.test";"international";"APPRENTI ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail223405@test.test";"international";"- ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail223406@test.test";"international";"-	DEPUIS ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223407@test.test";"international";"2021 ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223409@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-05-30";"full";"0";"5";"accepted"
"monemail223410@test.test";"international";"EQUIPIER ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223411@test.test";"international";"J'AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223412@test.test";"international";"SEPT. ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail223413@test.test";"international";"SERVEUR ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223414@test.test";"international";"GRANT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223416@test.test";"international";"DEUX ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223417@test.test";"international";"AVRIL ";"2020-01-01";"2020-08-20";"partial";"0";"7.75";"accepted"
"monemail223418@test.test";"international";"1 ";"2020-01-01";"2020-02-15";"partial";"0";"1.5";"accepted"
"monemail223419@test.test";"international";"- ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail223422@test.test";"international";"DYNAMISM ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223424@test.test";"international";"J'AI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223425@test.test";"international";"2019-2021_CONTRAT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223426@test.test";"international";"JUIN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223428@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223429@test.test";"international";"AGENT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223432@test.test";"international";"- ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223433@test.test";"international";"SERVICE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223434@test.test";"international";"DEPUIS ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223436@test.test";"international";"LORS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223437@test.test";"international";"GESTION ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223441@test.test";"international";"- ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223443@test.test";"international";"AOÛT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223444@test.test";"international";"BUSINESS ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223445@test.test";"international";"-	JUILLET ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223446@test.test";"international";"SWISSBORG: ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223447@test.test";"international";"JUIN ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223448@test.test";"international";"2021-2022 ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223450@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail223454@test.test";"international";"2021-2024 ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223455@test.test";"international";"SECRÉTAIRE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223456@test.test";"international";"STAGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223457@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223458@test.test";"international";"L'ENSEMBLE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223459@test.test";"international";"MARS ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223460@test.test";"international";"“LA ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223461@test.test";"international";"J'AI ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223462@test.test";"international";"J'AI ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail223464@test.test";"international";"STAGE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223465@test.test";"international";"LIVREUR ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail223466@test.test";"international";"SURVEILLANTE ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail223467@test.test";"international";"-STAGIAIRE ";"2020-01-01";"2020-06-29";"full";"0";"6";"accepted"
"monemail223468@test.test";"international";"TRAVAIL ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223469@test.test";"international";"INTERMÉDIAIRE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223470@test.test";"international";"- ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223472@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223473@test.test";"international";"DEPUIS ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223474@test.test";"international";"1- ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223475@test.test";"international";"-KAVANAGH ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223476@test.test";"international";"MA ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
