"email";"typeExam";"score"
"monemail221402@test.test";"4";"785"
"monemail221403@test.test";"2";"297"
"monemail221403@test.test";"4";"940"
"monemail221405@test.test";"2";"200"
"monemail221405@test.test";"4";"870"
"monemail221408@test.test";"2";"373"
"monemail221408@test.test";"4";"945"
"monemail221409@test.test";"2";"250"
"monemail221409@test.test";"4";"575"
"monemail221410@test.test";"2";"270"
"monemail221410@test.test";"4";"905"
"monemail221411@test.test";"1";"97"
"monemail221411@test.test";"4";"830"
"monemail221412@test.test";"1";"65"
"monemail221412@test.test";"4";"870"
"monemail221414@test.test";"2";"333"
"monemail221414@test.test";"4";"890"
"monemail221417@test.test";"2";"277"
"monemail221417@test.test";"4";"840"
"monemail221418@test.test";"2";"180"
"monemail221418@test.test";"4";"825"
"monemail221421@test.test";"2";"217"
"monemail221421@test.test";"4";"715"
"monemail221422@test.test";"2";"267"
"monemail221422@test.test";"4";"895"
"monemail221423@test.test";"2";"220"
"monemail221423@test.test";"4";"750"
"monemail221424@test.test";"1";"108"
"monemail221424@test.test";"4";"850"
"monemail221425@test.test";"2";"217"
"monemail221425@test.test";"4";"745"
"monemail221426@test.test";"2";"313"
"monemail221426@test.test";"4";"830"
"monemail221427@test.test";"2";"240"
"monemail221427@test.test";"4";"965"
"monemail221429@test.test";"1";"103"
"monemail221429@test.test";"4";"745"
"monemail221430@test.test";"2";"203"
"monemail221430@test.test";"4";"850"
"monemail221431@test.test";"2";"160"
"monemail221431@test.test";"4";"545"
"monemail221433@test.test";"2";"267"
"monemail221433@test.test";"4";"865"
"monemail221434@test.test";"2";"280"
"monemail221434@test.test";"4";"815"
"monemail221436@test.test";"2";"153"
"monemail221436@test.test";"4";"930"
"monemail221437@test.test";"2";"350"
"monemail221437@test.test";"4";"990"
"monemail221438@test.test";"2";"293"
"monemail221438@test.test";"4";"960"
"monemail221439@test.test";"1";"70"
"monemail221439@test.test";"4";"870"
"monemail221440@test.test";"2";"270"
"monemail221440@test.test";"4";"665"
"monemail221441@test.test";"1";"89"
"monemail221441@test.test";"4";"790"
"monemail221442@test.test";"1";"90"
"monemail221442@test.test";"4";"645"
"monemail221444@test.test";"1";"65"
"monemail221444@test.test";"4";"600"
"monemail221445@test.test";"1";"94"
"monemail221445@test.test";"4";"930"
"monemail221447@test.test";"2";"263"
"monemail221447@test.test";"4";"865"
"monemail221448@test.test";"1";"137"
"monemail221448@test.test";"4";"890"
"monemail221449@test.test";"2";"207"
"monemail221449@test.test";"4";"690"
"monemail221450@test.test";"2";"187"
"monemail221450@test.test";"4";"900"
"monemail221451@test.test";"2";"267"
"monemail221451@test.test";"4";"760"
"monemail221452@test.test";"1";"139"
"monemail221452@test.test";"4";"990"
"monemail221453@test.test";"2";"197"
"monemail221453@test.test";"4";"930"
"monemail221459@test.test";"1";"118"
"monemail221459@test.test";"4";"890"
"monemail221460@test.test";"1";"99"
"monemail221460@test.test";"4";"670"
"monemail221462@test.test";"1";"92"
"monemail221462@test.test";"4";"615"
"monemail221464@test.test";"2";"350"
"monemail221464@test.test";"4";"945"
"monemail221465@test.test";"2";"303"
"monemail221465@test.test";"4";"945"
"monemail221466@test.test";"1";"82"
"monemail221466@test.test";"4";"810"
"monemail221467@test.test";"2";"290"
"monemail221467@test.test";"4";"790"
"monemail221469@test.test";"1";"73"
"monemail221469@test.test";"4";"580"
"monemail221472@test.test";"2";"393"
"monemail221472@test.test";"4";"945"
"monemail221473@test.test";"2";"333"
"monemail221473@test.test";"4";"925"
"monemail221475@test.test";"2";"277"
"monemail221475@test.test";"4";"815"
"monemail221476@test.test";"2";"330"
"monemail221476@test.test";"4";"885"
"monemail221477@test.test";"2";"247"
"monemail221477@test.test";"4";"940"
"monemail221478@test.test";"2";"163"
"monemail221478@test.test";"4";"950"
"monemail221480@test.test";"1";"79"
"monemail221480@test.test";"4";"615"
"monemail221481@test.test";"1";"57"
"monemail221481@test.test";"4";"640"
"monemail221485@test.test";"2";"207"
"monemail221485@test.test";"4";"890"
"monemail221486@test.test";"2";"243"
"monemail221486@test.test";"4";"810"
"monemail221487@test.test";"1";"80"
"monemail221487@test.test";"4";"705"
"monemail221488@test.test";"2";"243"
"monemail221488@test.test";"4";"950"
"monemail221489@test.test";"2";"247"
"monemail221489@test.test";"4";"990"
"monemail221490@test.test";"5";"99"
"monemail221490@test.test";"2";"233"
"monemail221492@test.test";"1";"108"
"monemail221492@test.test";"4";"875"
"monemail221493@test.test";"2";"250"
"monemail221493@test.test";"4";"830"
"monemail221494@test.test";"2";"317"
"monemail221494@test.test";"4";"830"
"monemail221495@test.test";"2";"310"
"monemail221495@test.test";"4";"850"
"monemail221496@test.test";"2";"283"
"monemail221496@test.test";"4";"930"
"monemail221497@test.test";"2";"217"
"monemail221497@test.test";"4";"820"
"monemail221499@test.test";"2";"317"
"monemail221499@test.test";"4";"895"
"monemail221500@test.test";"2";"217"
"monemail221500@test.test";"4";"725"
"monemail221501@test.test";"1";"136"
"monemail221501@test.test";"4";"955"
"monemail221502@test.test";"2";"307"
"monemail221502@test.test";"4";"900"
"monemail221503@test.test";"2";"193"
"monemail221503@test.test";"4";"740"
"monemail221504@test.test";"1";"133"
"monemail221504@test.test";"4";"910"
"monemail221506@test.test";"2";"303"
"monemail221506@test.test";"4";"915"
"monemail221507@test.test";"1";"115"
"monemail221507@test.test";"4";"800"
"monemail221508@test.test";"2";"347"
"monemail221508@test.test";"4";"895"
"monemail221509@test.test";"2";"207"
"monemail221509@test.test";"4";"860"
"monemail221510@test.test";"1";"84"
"monemail221510@test.test";"4";"765"
"monemail221511@test.test";"2";"350"
"monemail221511@test.test";"4";"960"
"monemail221512@test.test";"2";"223"
"monemail221512@test.test";"4";"910"
"monemail221513@test.test";"2";"310"
"monemail221513@test.test";"4";"950"
"monemail221515@test.test";"1";"114"
"monemail221515@test.test";"4";"725"
"monemail221517@test.test";"1";"113"
"monemail221517@test.test";"4";"850"
"monemail221518@test.test";"2";"203"
"monemail221518@test.test";"4";"910"
"monemail221519@test.test";"2";"277"
"monemail221519@test.test";"4";"755"
"monemail221520@test.test";"2";"183"
"monemail221520@test.test";"4";"770"
"monemail221521@test.test";"1";"132"
"monemail221521@test.test";"4";"785"
"monemail221523@test.test";"2";"170"
"monemail221523@test.test";"4";"910"
"monemail221524@test.test";"1";"107"
"monemail221524@test.test";"4";"905"
"monemail221525@test.test";"2";"310"
"monemail221525@test.test";"4";"960"
"monemail221526@test.test";"2";"237"
"monemail221526@test.test";"4";"895"
"monemail221527@test.test";"2";"433"
"monemail221527@test.test";"4";"935"
"monemail221528@test.test";"2";"410"
"monemail221528@test.test";"4";"920"
"monemail221529@test.test";"2";"257"
"monemail221529@test.test";"4";"835"
"monemail221532@test.test";"2";"333"
"monemail221532@test.test";"4";"845"
"monemail221533@test.test";"2";"270"
"monemail221533@test.test";"4";"890"
"monemail221534@test.test";"2";"300"
"monemail221534@test.test";"4";"950"
"monemail221538@test.test";"2";"253"
"monemail221538@test.test";"4";"750"
"monemail221539@test.test";"1";"63"
"monemail221539@test.test";"4";"735"
"monemail221540@test.test";"7";"6.5"
"monemail221540@test.test";"2";"300"
"monemail221543@test.test";"1";"111"
"monemail221543@test.test";"4";"875"
"monemail221544@test.test";"2";"277"
"monemail221544@test.test";"4";"835"
"monemail221545@test.test";"2";"210"
"monemail221545@test.test";"4";"940"
"monemail221547@test.test";"2";"260"
"monemail221547@test.test";"4";"685"
"monemail221548@test.test";"1";"87"
"monemail221548@test.test";"4";"715"
"monemail221549@test.test";"2";"217"
"monemail221549@test.test";"4";"865"
"monemail221550@test.test";"2";"300"
"monemail221550@test.test";"4";"925"
"monemail221552@test.test";"2";"220"
"monemail221552@test.test";"4";"565"
"monemail221555@test.test";"1";"70"
"monemail221555@test.test";"4";"870"
"monemail221556@test.test";"1";"131"
"monemail221556@test.test";"4";"990"
"monemail221557@test.test";"1";"107"
"monemail221557@test.test";"4";"920"
"monemail221558@test.test";"1";"102"
"monemail221558@test.test";"4";"900"
"monemail221559@test.test";"1";"158"
"monemail221559@test.test";"4";"980"
"monemail221562@test.test";"2";"207"
"monemail221562@test.test";"4";"715"
"monemail221564@test.test";"7";"7"
"monemail221564@test.test";"1";"98"
"monemail221567@test.test";"2";"223"
"monemail221567@test.test";"4";"975"
"monemail221568@test.test";"2";"280"
"monemail221568@test.test";"4";"870"
"monemail221569@test.test";"3";"690"
"monemail221569@test.test";"7";"7"
"monemail221571@test.test";"2";"200"
"monemail221571@test.test";"4";"785"
"monemail221572@test.test";"2";"273"
"monemail221572@test.test";"4";"805"
"monemail221573@test.test";"1";"98"
"monemail221573@test.test";"4";"975"
"monemail221574@test.test";"2";"327"
"monemail221574@test.test";"4";"585"
"monemail221575@test.test";"2";"190"
"monemail221575@test.test";"4";"935"
"monemail221576@test.test";"2";"270"
"monemail221576@test.test";"4";"920"
"monemail221577@test.test";"2";"270"
"monemail221577@test.test";"4";"950"
"monemail221578@test.test";"2";"310"
"monemail221578@test.test";"4";"905"
"monemail221579@test.test";"2";"357"
"monemail221579@test.test";"4";"935"
"monemail221580@test.test";"1";"64"
"monemail221580@test.test";"4";"590"
"monemail221581@test.test";"1";"100"
"monemail221581@test.test";"4";"975"
"monemail221582@test.test";"2";"223"
"monemail221582@test.test";"4";"895"
"monemail221583@test.test";"2";"340"
"monemail221583@test.test";"4";"940"
"monemail221584@test.test";"2";"263"
"monemail221584@test.test";"4";"925"
"monemail221586@test.test";"2";"333"
"monemail221586@test.test";"4";"935"
"monemail221587 @test.test";"1";"95"
"monemail221587 @test.test";"4";"900"
"monemail221588@test.test";"1";"84"
"monemail221588@test.test";"4";"835"
"monemail221589@test.test";"2";"207"
"monemail221589@test.test";"4";"600"
"monemail221591@test.test";"1";"129"
"monemail221591@test.test";"4";"900"
"monemail221592@test.test";"1";"84"
"monemail221592@test.test";"4";"855"
"monemail221593@test.test";"2";"173"
"monemail221593@test.test";"4";"990"
"monemail221594@test.test";"2";"253"
"monemail221594@test.test";"4";"805"
"monemail221595@test.test";"2";"237"
"monemail221595@test.test";"4";"885"
"monemail221597@test.test";"2";"290"
"monemail221597@test.test";"4";"915"
"monemail221599@test.test";"2";"413"
"monemail221599@test.test";"4";"905"
"monemail221601@test.test";"1";"115"
"monemail221601@test.test";"4";"915"
"monemail221602@test.test";"2";"357"
"monemail221602@test.test";"4";"975"
"monemail221604@test.test";"1";"112"
"monemail221604@test.test";"4";"925"
"monemail221605@test.test";"2";"243"
"monemail221605@test.test";"4";"910"
"monemail221607@test.test";"2";"280"
"monemail221607@test.test";"4";"855"
"monemail221608@test.test";"2";"287"
"monemail221608@test.test";"4";"880"
"monemail221609@test.test";"2";"230"
"monemail221609@test.test";"4";"920"
"monemail221610@test.test";"2";"283"
"monemail221610@test.test";"4";"925"
"monemail221611@test.test";"2";"353"
"monemail221611@test.test";"4";"880"
"monemail221612@test.test";"2";"347"
"monemail221612@test.test";"4";"845"
"monemail221613@test.test";"1";"84"
"monemail221613@test.test";"4";"780"
"monemail221614@test.test";"2";"267"
"monemail221614@test.test";"4";"830"
"monemail221615@test.test";"1";"89"
"monemail221615@test.test";"4";"635"
"monemail221616@test.test";"2";"320"
"monemail221616@test.test";"4";"890"
"monemail221617@test.test";"2";"280"
"monemail221617@test.test";"4";"855"
"monemail221618@test.test";"2";"190"
"monemail221618@test.test";"4";"955"
"monemail221619@test.test";"2";"297"
"monemail221619@test.test";"4";"825"
"monemail221620@test.test";"2";"300"
"monemail221620@test.test";"4";"985"
"monemail221622@test.test";"2";"253"
"monemail221622@test.test";"4";"870"
"monemail221624@test.test";"2";"153"
"monemail221624@test.test";"4";"780"
"monemail221625@test.test";"2";"280"
"monemail221625@test.test";"4";"695"
"monemail221626@test.test";"2";"237"
"monemail221626@test.test";"4";"815"
"monemail221628@test.test";"2";"273"
"monemail221628@test.test";"4";"920"
"monemail221629@test.test";"2";"363"
"monemail221629@test.test";"4";"905"
"monemail221630@test.test";"2";"240"
"monemail221630@test.test";"4";"985"
"monemail221631@test.test";"2";"320"
"monemail221631@test.test";"4";"940"
"monemail221632@test.test";"2";"233"
"monemail221632@test.test";"4";"735"
"monemail221636@test.test";"2";"243"
"monemail221636@test.test";"4";"925"
"monemail221639@test.test";"2";"350"
"monemail221639@test.test";"4";"915"
"monemail221640@test.test";"2";"190"
"monemail221640@test.test";"4";"580"
"monemail221641@test.test";"2";"290"
"monemail221641@test.test";"4";"880"
"monemail221642@test.test";"1";"118"
"monemail221642@test.test";"4";"965"
"monemail221643@test.test";"2";"267"
"monemail221643@test.test";"4";"980"
"monemail221644@test.test";"2";"230"
"monemail221644@test.test";"4";"865"
"monemail221645@test.test";"2";"270"
"monemail221645@test.test";"4";"770"
"monemail221646@test.test";"2";"363"
"monemail221646@test.test";"4";"900"
"monemail221647@test.test";"2";"257"
"monemail221647@test.test";"4";"845"
"monemail221648@test.test";"2";"163"
"monemail221648@test.test";"4";"555"
"monemail221651@test.test";"1";"141"
"monemail221651@test.test";"4";"940"
"monemail221652@test.test";"2";"240"
"monemail221652@test.test";"4";"890"
"monemail221653@test.test";"2";"280"
"monemail221653@test.test";"4";"950"
"monemail221656@test.test";"1";"101"
"monemail221656@test.test";"4";"840"
"monemail221659@test.test";"7";"6.5"
"monemail221659@test.test";"2";"273"
"monemail221660@test.test";"1";"82"
"monemail221660@test.test";"4";"685"
"monemail221661@test.test";"2";"180"
"monemail221661@test.test";"4";"790"
"monemail221662@test.test";"2";"203"
"monemail221662@test.test";"4";"555"
"monemail221666@test.test";"1";"73"
"monemail221666@test.test";"4";"940"
"monemail221668@test.test";"2";"297"
"monemail221668@test.test";"4";"925"
"monemail221669@test.test";"2";"303"
"monemail221669@test.test";"4";"875"
"monemail221672@test.test";"1";"77"
"monemail221672@test.test";"4";"965"
"monemail221673@test.test";"8";"53"
"monemail221673@test.test";"2";"263"
"monemail221674@test.test";"2";"300"
"monemail221674@test.test";"4";"965"
"monemail221675@test.test";"2";"303"
"monemail221675@test.test";"4";"860"
"monemail221676@test.test";"1";"100"
"monemail221676@test.test";"4";"730"
"monemail221677@test.test";"2";"217"
"monemail221677@test.test";"4";"950"
"monemail221679@test.test";"2";"263"
"monemail221679@test.test";"4";"975"
"monemail221680@test.test";"2";"337"
"monemail221680@test.test";"4";"965"
"monemail221681@test.test";"2";"243"
"monemail221681@test.test";"4";"865"
"monemail221682@test.test";"2";"180"
"monemail221682@test.test";"4";"960"
"monemail221683@test.test";"2";"267"
"monemail221683@test.test";"4";"945"
"monemail221684@test.test";"2";"280"
"monemail221684@test.test";"4";"810"
"monemail221685@test.test";"2";"277"
"monemail221685@test.test";"4";"925"
"monemail221686@test.test";"2";"223"
"monemail221686@test.test";"4";"930"
"monemail221688@test.test";"2";"257"
