"email";"bacSupYear";"bacSupDiploma";"bacSupDiplomaChannel";"bacSupDiplomaDetails";"bacSupEstablishment";"bacSupEstablishmentPostalCode";"bacSupEstablishmentCity";"bacSupEstablishmentCountry";"schoolReportType";"schoolReportAverage1";"schoolReportSavedAverage1";"schoolReportAverageNonStandard1";"schoolReportMedia1Status";"schoolReportAverage2";"schoolReportSavedAverage2";"schoolReportAverageNonStandard2";"schoolReportMedia2Status";"bacSupDual";"bacSupDualDiploma";"bacSupDualDiplomaChannel";"bacSupDualDiplomaDetails";"bacSupDualEstablishment";"bacSupDualEstablishmentPostalCode";"bacSupDualEstablishmentCity";"bacSupDualEstablishmentCountry";"bacSupDualSchoolReportType";"bacSupDualSchoolReportAverage1";"bacSupDualSchoolReportSavedAverage1";"bacSupDualSchoolReportAverageNonStandard1";"bacSupDualSchoolReportMedia1Status";"bacSupDualSchoolReportAverage2";"bacSupDualSchoolReportSavedAverage2";"bacSupDualSchoolReportAverageNonStandard2";"bacSupDualSchoolReportMedia2Status"
"monemail221387@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Annuel";"13.68";"13.68";"0";"approved";"13.68";"13.68";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221388@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PANTHEON - ASSAS";"75231";"PARIS";"FRA";"Annuel";"13.06";"13.06";"0";"approved";"13.06";"13.06";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221389@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCEE MARIE CURIE";"78000";"VERSAILLES";"FRA";"Annuel";"11.76";"11.76";"0";"approved";"11.76";"11.76";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221390@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE EVRY VAL D ESSONNE";"91000";"EVRY-COURCOURONNES";"FRA";"Annuel";"14.15";"14.15";"0";"approved";"14.15";"14.15";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221391@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE GUSTAVE EIFFEL";"77454";"MARNE-LA-VALLÉE";"FRA";"Semestriel";"13.54";"13.54";"0";"approved";"12.29";"12.29";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221392@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"CONTRÔLE DE GESTION - AUDIT - CONSEIL";"PPA BUSINESS SCHOOL";"75014 ";"PARIS";"FRA";"Semestriel";"11.71";"11.71";"0";"approved";"11.52";"11.52";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221394@test.test";"2020";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";"DIPLÔME DE COMPTABILITÉ ET DE GESTION";"LYCEE NOTRE DAME DU GRANDCHAMP";"78000";"VERSAILLES";"FRA";"Semestriel";"13.30";"13.30";"0";"approved";"12.70";"12.70";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221395@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"FACULTÉ DE GESTION, ÉCONOMIE ET SCIENCES, UNIVERSITÉ CATHOLIQUE DE LILLE";"59000";"LILLE";"FRA";"Semestriel";"8.46";"8.46";"0";"approved";"12.99";"12.99";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221397@test.test";"2021";"BTS";"COMMERCE INTERNATIONAL";;"SAINTE-MARIE LYON-MADE IN ";"69005";"LYON";"FRA";"Semestriel";"12.90";"12.90";"0";"approved";"12.70";"12.70";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221398@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCÉE AUDIBERTI ";"06600 ";"ANTIBES";"FRA";"Semestriel";"11.69";"11.69";"0";"approved";"12.65";"12.65";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221399@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CLAUDE BERNARD LYON 1";"69622";"VILLEURBANNE";"FRA";"Semestriel";"13.57";"13.57";"0";"approved";"14.40";"14.40";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221400@test.test";"2020";"LICENCE 3";"INFORMATION ET COMMUNICATION";;"UNIVERSITE PARIS 2 - PANTHEON ASSAS";"75006";"PARIS";"FRA";"Semestriel";"10.08";"10.08";"0";"approved";"9.67";"9.67";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221401@test.test";"2021";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ÉCONOMIE";;"LYCÉE JEAN MERMOZ";"34000";"MONTPELLIER";"FRA";"Semestriel";"12.52";"12.52";"0";"approved";"12.16";"12.16";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221402@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"UNIVERSITÉ JEAN MONNET ";"42100";"SAINT-ETIENNE ";"FRA";"Semestriel";"10.12";"10.12";"0";"approved";"10.07";"10.07";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221403@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR IN MANAGEMENT";"AUDENCIA BUSINESS SCHOOL";"44105";"NANTES";"FRA";"Annuel";"16.46";"16.46";"0";"approved";"16.46";"16.46";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221405@test.test";"2018";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"PANTHÉON-SORBONNE";"75231";"PARIS";"FRA";"Semestriel";"11.20";"11.20";"0";"approved";"12.62";"12.62";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221408@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ LE MANS";"72000";"LE MANS";"FRA";"Annuel";"16.05";"16.05";"0";"approved";"16.05";"16.05";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221409@test.test";"2018";"LICENCE 3";" Autre - Préciser";"SCIENCES BIOMÉDICALES";"UNIVERSITÉ DE PARIS";"75006";"PARIS";"FRA";"Semestriel";"10.38";"10.38";"0";"approved";"10.00";"10.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221410@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ DE BORDEAUX ";"33607";"PESSAC";"FRA";"Semestriel";"11.94";"11.94";"0";"approved";"14.16";"14.16";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221411@test.test";"2021";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ECONOMIE GESTION ";;"LYCÉE POLYVALENT DE CACHAN";"94235";"CACHAN";"FRA";"Semestriel";"13.13";"13.13";"0";"approved";"11.99";"11.99";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221412@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"UNIVERSITÉ PARIS RIVES DE SEINE";"75016";"PARIS";"FRA";"Semestriel";"11.92";"11.92";"0";"approved";"12.08";"12.08";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221414@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR EN MANAGEMENT INTERNATIONAL";"ESC CLERMONT";"63000";"CLERMONT-FERRAND";"FRA";"Annuel";"14.37";"14.37";"1";"approved";"14.37";"14.37";"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail221417@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"92150";"SURESNES";"FRA";"Semestriel";"12.64";"12.64";"0";"approved";"14.25";"14.25";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221418@test.test";"2020";"LICENCE 3";"LETTRES";;"UNIVERSITÉ KOBLENZ LANDAU / UNIVERSITÉ SORBONNE NOUVELLE";"776829";"LANDAU IN DER PFALZ - ALLEMAGNE";"FRA";"Annuel";"14.03";"14.03";"0";"approved";"14.03";"14.03";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221421@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"FACULTÉ ÉCONOMIE, GESTION ET ADMINISTRATION ÉCONOMIQUE ET SOCIALE - UNIVERSITÉ DE BORDEAUX";"33600";"PESACC";"FRA";"Semestriel";"12.16";"12.16";"0";"approved";"13.05";"13.05";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221422@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA";"92150";"SURESNES";"FRA";"Semestriel";"11.03";"11.03";"0";"approved";"11.49";"11.49";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221423@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE NANTES - INSTITUT D'ECONOMIE ET DE MANAGEMENT";"44300";"NANTES";"FRA";"Annuel";"14.96";"14.96";"0";"approved";"14.96";"14.96";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221424@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE GUSTAVE EIFFEL / UNIVERSITÉ DE BORDEAUX";"33800";"BORDEAUX";"FRA";"Annuel";"13.81";"13.81";"0";"approved";"13.81";"13.81";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221425@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITE DE POITIERS";"86000";"POITIERS";"FRA";"Semestriel";"11.45";"11.45";"0";"approved";"13.27";"13.27";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221426@test.test";"2018";"Diplôme homologué niveau II RNCP";"Préciser l'intitulé";"RESPONSABLE EN PERFORMANCE INDUSTRIELLE ET INNOVATION";"CESI AIX EN PROVENCE";"13290";"AIX EN PROVENCE";"FRA";"Semestriel";"15.19";"15.19";"0";"approved";"11.69";"11.69";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221427@test.test";"2020";"LICENCE 3";"LETTRES";;"SORBONNE NOUVELLE UNIVERSITÉ SORBONNE NOUVELLE - PARIS 3";"75005";"PARIS";"FRA";"Semestriel";"8.90";"8.90";"0";"approved";"10.10";"10.10";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221429@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"UNIVERSITÉ TOULOUSE III - PAUL SABATIER";"31077";"TOULOUSE";"FRA";"Semestriel";"15.28";"15.28";"0";"approved";"16.55";"16.55";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221430@test.test";"2019";"LICENCE 3";"GESTION";;"IAE LYON ";"69008";"LYON";"FRA";"Annuel";"11.38";"11.38";"0";"approved";"11.38";"11.38";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221431@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ LE HAVRE NORMANDIE";"76600";"LE HAVRE";"FRA";"Semestriel";"10.38";"10.38";"0";"approved";"12.98";"12.98";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221433@test.test";"2016";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCEE GENERAL ET TECHNOLOGIQUE JACQUES AUDIBERTI";"06200";"NICE";"FRA";"Semestriel";"13.73";"13.73";"0";"approved";"13.57";"13.57";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221434@test.test";"2019";"DUETI";"Préciser l'intitulé";"BACCALAUREAT EN ADMINISTRATION DES AFFAIRES";"UQAC";"75016";"PARIS";"FRA";"Semestriel";"12.18";"12.18";"0";"approved";"12.18";"12.18";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221436@test.test";"2018";"MASTER 2";" Autre - Préciser";"COMMERCE INTERNATIONAL ";"UNIVERSITÉ DE LILLE";"59100 ";"ROUBAIX";"FRA";"Annuel";"11.38";"11.38";"0";"approved";"11.38";"11.38";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221437@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ESDHEM - SKEMA BS";"92150";"SURESNES";"FRA";"Semestriel";"8.81";"8.81";"0";"approved";"8.81";"8.81";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221438@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"ENTREPREUNARIAT";"AUDENCIA BACHELORS IN MANAGEMENT";"44100";"NANTES";"FRA";"Annuel";"10.49";"10.49";"0";"approved";"10.49";"10.49";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221439@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE GUSTAVE EIFFEL";"21074";"DIJON";"FRA";"Semestriel";"11.70";"11.70";"0";"approved";"11.10";"11.10";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221440@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR 3 RESPONSABLE OPÉRATIONNEL D’ACTIVITÉ";"CFAI 21-71 (IFAG BOURGOGNE-FRANCHE-COMTÉ)";"21000";"DIJON";"FRA";"Semestriel";"9.22";"9.22";"0";"approved";"13.35";"13.35";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221441@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE GUSTAVE EIFFEL";"21000";"DIJON";"FRA";"Semestriel";"15.39";"15.39";"0";"approved";"14.93";"14.93";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221442@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ GRENOBLE ALPES";"38400";"SAINT-MARTIN-D'HÈRES";"FRA";"Semestriel";"16.15";"16.15";"0";"approved";"15.85";"15.85";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221444@test.test";"2019";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"JEANT MONNET";"42100";"SAINT ETIENNE";"FRA";"Semestriel";"9.44";"9.44";"0";"approved";"11.91";"11.91";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221445@test.test";"2020";"CPGE ENS CACHAN D1 (2ème année)";"DROIT ECONOMIE GESTION ";;"LYCÉE DE CACHAN";"94230";"CACHAN";"FRA";"Semestriel";"11.72";"11.72";"0";"approved";"12.31";"12.31";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221447@test.test";"2019";"MASTER 1";" Autre - Préciser";"MANAGEMENT";"IAE LILLE UNIVERSITE SCHOOL OF MANAGEMENT";"59800";"LILLE";"FRA";"Semestriel";"14.04";"14.04";"0";"approved";"12.96";"12.96";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221448@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM - SKEMA BUSINESS SCHOOL";"92150";"SURESNES";"FRA";"Annuel";"14.94";"14.94";"0";"approved";"14.94";"14.94";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221449@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE SAVOIE MONT BLANC";"74940";"ANNECY LE VIEUX ";"FRA";"Semestriel";"14.05";"14.05";"0";"approved";"15.04";"15.04";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221450@test.test";"2019";"Diplôme homologué niveau II RNCP";"Préciser l'intitulé";"MARKETING COMMUNICATION ET DIGITAL ";"ISEG ";"59000";"LILLE";"FRA";"Semestriel";"12.80";"12.80";"0";"approved";"13.73";"13.73";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221451@test.test";"2017";"LICENCE 3";"SCIENCES DE LA VIE";;"UNIVERSITE CÔTE D'AZUR ";"06108";"NICE ";"FRA";"Annuel";"11.45";"11.45";"0";"approved";"11.45";"11.45";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221452@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE POLYVALENT GUSTAVE EIFFEL";"33800";"BORDEAUX";"FRA";"Annuel";"14.89";"14.89";"0";"approved";"14.89";"14.89";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221453@test.test";"2019";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ PARIS 1-PANTHÉON SORBONNE";"75231";"PARIS 05";"FRA";"Semestriel";"5.38";"5.38";"0";"approved";"5.24";"5.24";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221459@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE MARIE CURIE ";"78000";"VERSAILLES";"FRA";"Annuel";"14.99";"14.99";"0";"approved";"14.99";"14.99";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221460@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT DE METZ";"57000";"METZ";"FRA";"Semestriel";"12.29";"12.29";"0";"approved";"11.76";"11.76";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221462@test.test";"2019";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT DE BORDEAUX ";"33000";"BORDEAUX ";"FRA";"Semestriel";"13.51";"13.51";"0";"approved";"12.93";"12.93";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221464@test.test";"2019";"LICENCE 3";"GESTION";;"IAE LYON UNIVERSITE JEAN MOULIN LYON III";"69008";"LYON";"FRA";"Semestriel";"9.72";"9.72";"0";"approved";"8.29";"8.29";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221465@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59000";"LILLE";"FRA";"Semestriel";"11.00";"11.00";"0";"approved";"11.50";"11.50";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221466@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE GUSTAVE EIFFEL";"33074";"BORDEAUX";"FRA";"Annuel";"12.48";"12.48";"0";"approved";"12.48";"12.48";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221467@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UFR DROIT, SCIENCES ECONOMIQUES, GESTION";"76000";"ROUEN";"FRA";"Semestriel";"12.70";"12.70";"0";"approved";"14.16";"14.16";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221469@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT DE SCEAUX";"92330";"SCEAUX";"FRA";"Semestriel";"11.27";"11.27";"0";"approved";"13.18";"13.18";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221472@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PANTHÉON-ASSAS PARIS II";"75005";"PARIS";"FRA";"Semestriel";"13.26";"13.26";"0";"approved";"13.69";"13.69";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221473@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"CYU CERGY PARIS UNIVERSITÉ";"95000";"CERGY";"FRA";"Semestriel";"11.01";"11.01";"0";"approved";"12.84";"12.84";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221475@test.test";"2017";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UVSQ/ PARIS SACLAY";"78297";"GUYANCOURT ";"FRA";"Semestriel";"12.23";"12.23";"0";"approved";"15.56";"15.56";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221476@test.test";"2020";"LICENCE 3";"LANGUES ÉTRANGÈRES APPLIQUÉES";;"CY CERGY PARIS UNIVERSITÉ";"95000";"CERGY";"FRA";"Semestriel";"10.66";"10.66";"0";"approved";"9.49";"9.49";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221477@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LE MANS UNIVERSITÉ";"72085";"LE MANS";"FRA";"Annuel";"13.73";"13.73";"0";"approved";"13.73";"13.73";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221478@test.test";"2020";"LICENCE 3";" Autre - Préciser";"ANGLAIS CULTURE ÉCONOMIQUE";"SORBONNE NOUVELLE";"75231";"PARIS CEDEX 05";"FRA";"Annuel";"12.81";"12.81";"0";"approved";"12.81";"12.81";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221480@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM - SKEMA BUSINESS SCHOOL ";"92150 ";"SURESNES";"FRA";"Semestriel";"11.44";"11.44";"0";"approved";"12.78";"12.78";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221481@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"UNIVERSITÉ DE LILLE - IUT A";"59653";"VILLENEUVE-D'ASCQ";"FRA";"Annuel";"12.99";"12.99";"0";"approved";"12.99";"12.99";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221485@test.test";"2020";"DUETI";"Préciser l'intitulé";"BUSINESS MANAGEMENT";"HOGESCHOOL VIVES CAMPUS KORTRIJK";"06200";"NICE";"FRA";"Semestriel";"12.14";"12.14";"0";"approved";"15.87";"15.87";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221486@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UFR SCIENCES SOCIALES";"78180";"MONTIGNY LE BRETONNEUX";"FRA";"Semestriel";"12.03";"12.03";"0";"approved";"16.06";"16.06";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221487@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION COMPTABLE ET FINANCIERE";;"IUT DE SCEAUX";"78360";"MONTESSON";"FRA";"Semestriel";"14.00";"14.00";"0";"approved";"13.28";"13.28";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221488@test.test";"2020";"LICENCE 3";"LANGUES ÉTRANGÈRES APPLIQUÉES";;"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS";"FRA";"Annuel";"14.27";"14.27";"0";"approved";"14.27";"14.27";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221489@test.test";"2019";"LICENCE 3";"GESTION";;"UNIVERSITÉ JEAN MOULIN LYON3 - INSTITUT D'ADMINISTRATION DES ENTREPRISES DE LYON";"69008";"LYON";"FRA";"Semestriel";"12.07";"12.07";"0";"approved";"10.19";"10.19";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221490@test.test";"2020";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"COMMERCE INTERNATIONAL";"ECOLE DE MANAGEMENT STRASBOURG ";"67000";"STRASBOURG";"FRA";"Annuel";"15.58";"15.58";"0";"approved";"15.58";"15.58";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221492@test.test";"2021";"LICENCE 2";"GESTION";;"INSTITUT CATHOLIQUE DE LILLE";"59016";"LILLE";"FRA";"Annuel";"15.74";"15.74";"0";"approved";"15.74";"15.74";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221493@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"PANTHÉON SORBONNE ";"75231";"PARIS";"FRA";"Semestriel";"11.60";"11.60";"0";"approved";"13.20";"13.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221494@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;" UFR D'ECONOMIE";"34960";"MONTPELLIER";"FRA";"Semestriel";"12.02";"12.02";"0";"approved";"11.05";"11.05";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221495@test.test";"2019";"LICENCE 3";"ÉCONOMIE";;"CY CERGY-PARIS UNIVERSITÉ";" 95000";"CERGY";"FRA";"Semestriel";"12.70";"12.70";"0";"approved";"14.56";"14.56";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221496@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"AFFAIRES INTERNATIONALES ET LICENCE ECO-GESTION";"EM STRASBOURG";"67000";"STRASBOURG";"FRA";"Semestriel";"13.62";"13.62";"0";"approved";"11.60";"11.60";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221497@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ LUMIÈRE LYON 2";"69007";"LYON";"FRA";"Annuel";"14.01";"14.01";"0";"approved";"14.01";"14.01";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221499@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"NANTERRE UNIVERSITÉ";"92000";"NANTERRE";"FRA";"Annuel";"10.38";"10.38";"0";"approved";"10.38";"10.38";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221500@test.test";"2019";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR INTERNATIONAL OF BUSINESS AND ADMINISTRATION";"MONTPELLIER BUSINESS SCHOOL";"34080";"MONTPELLIER";"FRA";"Annuel";"12.29";"12.29";"0";"approved";"12.29";"12.29";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221501@test.test";"2020";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"IUT DE POITIERS";"86000";"POITIERS";"FRA";"Semestriel";"11.19";"11.19";"0";"approved";"13.42";"13.42";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221502@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE NANTES";"44300";"NANTES";"FRA";"Annuel";"14.12";"14.12";"0";"approved";"14.12";"14.12";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221503@test.test";"2019";"LICENCE PROFESSIONNELLE";"METIERS DE L'IMMOBILIER : GESTION ET DEVELOPPEMENT DE PATRIMOINE IMMOBILIER";;"IUT DE NICE";"06206";"NICE";"FRA";"Semestriel";"10.81";"10.81";"0";"approved";"11.83";"11.83";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221504@test.test";"2020";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"STANISLAS CANNES";"06400";"CANNES";"FRA";"Semestriel";"12.50";"12.50";"0";"approved";"13.50";"13.50";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail221506@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Annuel";"14.16";"14.16";"0";"approved";"14.16";"14.16";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221507@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA ESDHEM";"92150 ";"SURESNES";"FRA";"Annuel";"13.64";"13.64";"0";"approved";"13.64";"13.64";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221508@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BS ";"59777";"LILLE";"FRA";"Semestriel";"6.80";"6.80";"0";"approved";"7.00";"7.00";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail221509@test.test";"2019";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ BRETAGNE SUD VANNES";"56017";"VANNES CEDEX";"FRA";"Semestriel";"12.38";"12.38";"0";"approved";"12.33";"12.33";"0";"approved";"0";;;;;;;;;;;;;;;;
