"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail221335@test.test";"2019";"0181885248BJ";"Général";"Économique et social";"2"
"monemail221336@test.test";"2019";"071244734CA";"Général";"Scientifique";"2"
"monemail221337@test.test";"2018";"21801700";"Général";"Économique et social";"3"
"monemail221338@test.test";"2020";"060358857HC";"Général";"Économique et social";"1"
"monemail221340@test.test";"2018";"153022643";"Général";"Économique et social";"3"
"monemail221341@test.test";"2019";"081810652CB";"Général";"Économique et social";"3"
"monemail221342@test.test";"2019";"0710997641HA";"Général";"Économique et social";"3"
"monemail221343@test.test";"2018";"061121280GK";"Général";"Scientifique";"4"
"monemail221344@test.test";"2019";"100779756ED";"Général";"Économique et social";"2"
"monemail221346@test.test";"2018";"071153593HJ";"Général";"Scientifique";"4"
"monemail221347@test.test";"2020";"100828218JB";"Général";"Scientifique";"4"
"monemail221348@test.test";"2018";"081865884 HK";"Général";"Économique et social";"2"
"monemail221349@test.test";"2018";"080766046DE";"Général";"Scientifique";"1"
"monemail221350@test.test";"2018";"071482764CJ";"Général";"Économique et social";"2"
"monemail221351@test.test";"2020";"061284779BF";"Général";"Économique et social";"2"
"monemail221352@test.test";"2019";"072218611CD";"Technologique";"STG";"3"
"monemail221355@test.test";"2019";"050006474DD";"Général";"Économique et social";"2"
"monemail221356@test.test";"2019";"081982382HJ";"Professionnel";"STI";"3"
"monemail221358@test.test";"2019";"070114593BE";"Général";"Économique et social";"3"
"monemail221359@test.test";"2018";"090684134AC";"Général";"Économique et social";"3"
"monemail221360@test.test";"2018";"153008355CH";"Général";"Scientifique";"4"
"monemail221361@test.test";"2020";"214163";"Général";"Scientifique";"4"
"monemail221362@test.test";"2019";"070534602BF";"Général";"Scientifique";"4"
"monemail221363@test.test";"2019";"070748158FD";"Général";"Économique et social";"2"
"monemail221364@test.test";"2019";"080941015FD";"Général";"Économique et social";"2"
"monemail221366@test.test";"2017";"070491580GG";"Général";"Scientifique";"4"
"monemail221367@test.test";"2019";"110994894HC";"Général";"Économique et social";"2"
"monemail221368@test.test";"2019";"01318015HB";"Général";"Économique et social";"2"
"monemail221374@test.test";"2020";"081289417HF";"Général";"Scientifique";"3"
"monemail221376@test.test";"2019";"123067687KD";"Général";"Scientifique";"4"
"monemail221377@test.test";"2019";"163063891KD";"Général";"Scientifique";"2"
"monemail221378@test.test";"2019";"100984988GD";"Général";"Scientifique";"2"
"monemail221379@test.test";"2020";"080290990JB";"Général";"Économique et social";"1"
"monemail221380@test.test";"2020";"110861997HK";"Général";"Scientifique";"3"
"monemail221381@test.test";"2020";"060982749JE";"Général";"Scientifique";"2"
"monemail221382@test.test";"2019";"061376199GH";"Général";"Scientifique";"4"
"monemail221383@test.test";"2019";"050250145CG";"Général";"Économique et social";"3"
"monemail221384@test.test";"2019";"O61100013KD";"Technologique";"STG";"4"
"monemail221385@test.test";"2019";"050036830DJ";"Général";"Scientifique";"3"
"monemail221387@test.test";"2020";"061331472HG";"Général";"Économique et social";"2"
"monemail221388@test.test";"2020";"090793529CD";"Général";"Scientifique";"2"
"monemail221389@test.test";"2020";"22014172";"Général";"Scientifique";"3"
"monemail221390@test.test";"2019";"133018759FH";"Général";"Scientifique";"2"
"monemail221391@test.test";"2018";"081810370BC";"Général";"Scientifique";"3"
"monemail221392@test.test";"2019";"113005039FJ";"Général";"Scientifique";"3"
"monemail221394@test.test";"2019";"123006208HE";"Général";"Scientifique";"2"
"monemail221395@test.test";"2018";"101098687EJ";"Général";"Économique et social";"4"
"monemail221397@test.test";"2020";"071736084HC";"Général";"Économique et social";"4"
"monemail221398@test.test";"2018";"071401907JE";"Général";"Scientifique";"3"
"monemail221399@test.test";"2019";"143140976JB ";"Général";"Économique et social";"2"
"monemail221400@test.test";"2019";"080332369CE";"Général";"Scientifique";"3"
"monemail221401@test.test";"2020";"060676377DD";"Général";"Économique et social";"1"
"monemail221402@test.test";"2020";"071323884CC";"Général";"Économique et social";"3"
"monemail221403@test.test";"2019";"123042418EF";"Général";"Scientifique";"2"
"monemail221405@test.test";"2017";"0110028920C";"Technologique";"STG";"4"
"monemail221408@test.test";"2018";"153076259CD";"Général";"Scientifique";"3"
"monemail221409@test.test";"2017";"0110035400W";"Général";"Scientifique";"4"
"monemail221410@test.test";"2019";"153278287EG";"Général";"Économique et social";"3"
"monemail221411@test.test";"2020";"070354754CF";"Général";"Économique et social";"2"
"monemail221412@test.test";"2020";"070195141HD";"Technologique";"STG";"2"
"monemail221414@test.test";"2018";"050086151KA";"Général";"Scientifique";"2"
"monemail221417@test.test";"2019";"060369451FB";"Technologique";"STG";"2"
"monemail221418@test.test";"2019";"081383422GD";"Général";"Scientifique";"3"
"monemail221421@test.test";"2018";"080656459BB";"Général";"Économique et social";"2"
"monemail221422@test.test";"2019";"061367712BH";"Général";"Économique et social";"3"
"monemail221423@test.test";"2018";"123068964HH";"Général";"Scientifique";"2"
"monemail221424@test.test";"2020";"080507485KA";"Général";"Scientifique";"2"
"monemail221425@test.test";"2019";"071352794BJ";"Technologique";"STG";"3"
"monemail221426@test.test";"2017";"0208000466N";"Professionnel";"STI";"3"
"monemail221427@test.test";"2019";"101075544AJ";"Général";"Scientifique";"3"
"monemail221429@test.test";"2020";"071877624FF";"Général";"Économique et social";"1"
"monemail221430@test.test";"2018";"10067628BC";"Général";"Scientifique";"1"
"monemail221431@test.test";"2019";"061147960GE";"Général";"Économique et social";"4"
"monemail221433@test.test";"2015";"2308004132U";"Général";"Scientifique";"3"
"monemail221434@test.test";"2018";"0707177733CA";"Général";"Économique et social";"2"
"monemail221436@test.test";"2017";"0910001129M";"Général";"Scientifique";"4"
"monemail221437@test.test";"2019";"123006766AB";"Général";"Économique et social";"2"
"monemail221438@test.test";"2019";"060346581CK";"Général";"Économique et social";"4"
"monemail221439@test.test";"2020";"060346242HH";"Général";"Économique et social";"2"
"monemail221440@test.test";"2019";"071477225DJ";"Général";"Scientifique";"4"
"monemail221441@test.test";"2020";"080031000BE";"Général";"Économique et social";"1"
"monemail221442@test.test";"2020";"071938155FC";"Général";"Économique et social";"3"
"monemail221444@test.test";"2018";"080941700EH";"Général";"Économique et social";"4"
"monemail221445@test.test";"2019";"060445462JJ";"Général";"Économique et social";"3"
"monemail221447@test.test";"2018";"061374971DD";"Général";"Scientifique";"3"
"monemail221448@test.test";"2020";"110813543DD";"Général";"Économique et social";"3"
"monemail221449@test.test";"2018";"153156797KC";"Général";"Économique et social";"2"
"monemail221450@test.test";"2018";"050074994KC";"Général";"Économique et social";"4"
"monemail221451@test.test";"2016";"2309001208X";"Général";"Scientifique";"4"
"monemail221452@test.test";"2020";"081637990CD";"Général";"Scientifique";"2"
"monemail221453@test.test";"2018";"060464131ED";"Général";"Scientifique";"4"
"monemail221459@test.test";"2020";"060420798BH";"Général";"Scientifique";"3"
"monemail221460@test.test";"2020";"070091359GF";"Général";"Économique et social";"3"
"monemail221462@test.test";"2018";"060761349DD";"Général";"Économique et social";"3"
"monemail221464@test.test";"2018";"071948268CH";"Général";"Scientifique";"3"
"monemail221465@test.test";"2019";"070057342DF";"Général";"Scientifique";"3"
"monemail221466@test.test";"2020";"050262158EB";"Général";"Économique et social";"1"
"monemail221467@test.test";"2019";"060519088JF";"Général";"Scientifique";"3"
"monemail221469@test.test";"2020";"060922248FH";"Technologique";"STG";"3"
"monemail221472@test.test";"2019";"090932666JB";"Général";"Scientifique";"2"
"monemail221473@test.test";"2019";"050323498AF";"Technologique";"STG";"2"
"monemail221475@test.test";"2016";"2508043654G";"Professionnel";"Autre";"3"
"monemail221476@test.test";"2019";"070974565EE";"Général";"Économique et social";"3"
"monemail221477@test.test";"2019";"070885395HB";"Général";"Scientifique";"2"
"monemail221478@test.test";"2019";"071090750GF";"Général";"Économique et social";"4"
"monemail221480@test.test";"2020";"9920D40014X";"Général";"Économique et social";"3"
"monemail221481@test.test";"2020";"081808634AC";"Général";"Économique et social";"3"
"monemail221485@test.test";"2019";"111030566KG";"Général";"Économique et social";"3"
"monemail221486@test.test";"2018";"060260302HF";"Général";"Scientifique";"3"
"monemail221487@test.test";"2020";"070880224AE";"Général";"Économique et social";"2"
"monemail221488@test.test";"2019";"080509574DJ";"Général";"Scientifique";"2"
"monemail221489@test.test";"2018";"153197891CK";"Technologique";"STG";"3"
"monemail221490@test.test";"2019";"081509098AC";"Général";"Économique et social";"1"
"monemail221492@test.test";"2020";"072069909CE";"Général";"Scientifique";"1"
"monemail221493@test.test";"2019";"070352266JJ";"Général";"Économique et social";"4"
"monemail221494@test.test";"2019";"070069703KA";"Général";"Scientifique";"4"
"monemail221495@test.test";"2018";"081598563GJ";"Général";"Scientifique";"3"
"monemail221496@test.test";"2018";"070783884CD";"Général";"Économique et social";"3"
"monemail221497@test.test";"2019";"0ETRZU022I2";"Général";"Économique et social";"2"
"monemail221499@test.test";"2017";"2510040405N";"Général";"Économique et social";"3"
"monemail221500@test.test";"2018";"153339520CA";"Général";"Économique et social";"2"
"monemail221501@test.test";"2019";"070684919EJ";"Général";"Scientifique";"3"
"monemail221502@test.test";"2017";"1710027405R";"Général";"Scientifique";"4"
"monemail221503@test.test";"2018";"071045168FH";"Général";"Économique et social";"4"
"monemail221504@test.test";"2019";"123107338BJ";"Général";"Économique et social";"2"
"monemail221506@test.test";"2019";"100982080GB";"Général";"Scientifique";"2"
"monemail221507@test.test";"2019";"120903905KG";"Général";"Économique et social";"3"
"monemail221508@test.test";"2019";"081901181KA";"Général";"Économique et social";"1"
"monemail221509@test.test";"2018";"072102059HJ";"Général";"Économique et social";"3"
"monemail221510@test.test";"2020";"071063547BB";"Général";"Économique et social";"3"
"monemail221511@test.test";"2019";"090877017FC";"Général";"Économique et social";"2"
"monemail221512@test.test";"2019";"070036921JG";"Général";"Économique et social";"3"
"monemail221513@test.test";"2018";"071315262BB";"Général";"Économique et social";"3"
"monemail221515@test.test";"2020";"071714891CC";"Général";"Économique et social";"2"
"monemail221517@test.test";"2019";"101001586FC";"Général";"Scientifique";"2"
"monemail221518@test.test";"2019";"100834431HG";"Général";"Économique et social";"1"
"monemail221519@test.test";"2019";"061290240JD";"Général";"Économique et social";"4"
"monemail221520@test.test";"2019";"072203247GB";"Général";"Économique et social";"3"
"monemail221521@test.test";"2020";"071689155FD";"Général";"Économique et social";"3"
"monemail221523@test.test";"2019";"070460962DC";"Général";"Économique et social";"2"
"monemail221524@test.test";"2021";"101036689GD";"Général";"Scientifique";"3"
"monemail221525@test.test";"2016";" 0109009053B";"Général";"Scientifique";"3"
"monemail221526@test.test";"2019";"123055292HC";"Général";"Économique et social";"4"
"monemail221527@test.test";"2017";"0810002667G";"Général";"Scientifique";"1"
"monemail221528@test.test";"2019";"101009038GK";"Général";"Économique et social";"3"
"monemail221529@test.test";"2019";"070634006DG";"Général";"Scientifique";"4"
"monemail221532@test.test";"2019";"173034567EH";"Général";"Économique et social";"3"
"monemail221533@test.test";"2019";"123048266BH";"Général";"Économique et social";"2"
"monemail221534@test.test";"2017";"2510021704L";"Général";"Scientifique";"2"
"monemail221538@test.test";"2017";"1010036628A";"Général";"Scientifique";"4"
"monemail221539@test.test";"2020";"070423026EB";"Général";"Économique et social";"3"
"monemail221540@test.test";"2017";"2010018095C";"Général";"Scientifique";"4"
"monemail221543@test.test";"2020";"101023473JH";"Général";"Économique et social";"2"
"monemail221544@test.test";"2018";"071862084HF";"Général";"Scientifique";"3"
"monemail221545@test.test";"2018";"060425913ED";"Technologique";"STG";"3"
"monemail221547@test.test";"2019";"100972135BF";"Général";"Économique et social";"4"
"monemail221548@test.test";"2018";"070887842EK";"Technologique";"STG";"2"
"monemail221549@test.test";"2019";"061273715C8";"Général";"Économique et social";"4"
"monemail221550@test.test";"2017";"1410036889T";"Général";"Économique et social";"3"
